CLASS,PLATE,MJD,FIBERID
20,1716,53827,489
20,931,52619,362
20,2371,53762,109
20,1386,53116,543
20,2656,54484,9
20,888,52339,548
20,1601,53115,476
20,1370,53090,461
20,2095,53474,310
20,2376,53770,342
20,1970,53386,387
20,607,52368,549
20,1920,53314,248
20,963,52643,563
20,1795,54507,323
20,1035,52816,167
20,1452,53112,106
20,594,52045,372
20,1585,52962,3
20,1275,52996,505
20,286,51999,416
20,1239,52760,610
20,1019,52707,129
20,2482,54175,248
20,904,52381,395
20,1927,53321,560
20,2110,53467,521
20,1037,52878,3
20,856,52339,42
20,842,52376,35
20,1703,53799,284
20,675,52590,367
20,1833,54561,224
20,754,52232,397
20,932,52620,525
20,2150,54510,398
20,2203,53915,51
20,1172,52759,369
20,620,52375,534
20,1501,53740,619
20,752,52251,617
20,530,52026,265
20,2196,53534,443
20,1942,53415,423
20,1030,52914,542
20,763,52235,212
20,1061,52641,48
20,2785,54537,222
20,1869,53327,87
20,1075,52933,488
20,2947,54533,408
20,1235,52734,284
20,916,52378,27
20,1668,53433,69
20,738,52521,110
20,2499,54176,325
20,2102,54115,142
20,967,52636,278
20,840,52374,1
20,1062,52619,598
20,1606,53055,433
20,1840,53472,291
20,584,52049,218
20,1625,53140,204
20,1934,53357,637
20,1318,52781,567
20,2785,54537,236
20,1357,53034,187
20,1228,52728,170
20,1614,53120,225
20,2102,54115,156
20,1797,54507,31
20,526,52312,66
20,2419,54139,234
20,2221,53792,276
20,1794,54504,83
20,572,52289,369
20,887,52376,395
20,2356,53786,618
20,1493,52933,610
20,1567,53172,157
20,1830,54560,581
20,1026,52558,474
20,1380,53084,286
20,1174,52782,149
20,1176,52791,283
20,2573,54061,316
20,2529,54585,291
20,763,52235,206
20,2141,53764,278
20,2573,54061,470
20,1986,53475,221
20,1030,52914,230
20,2196,53534,331
20,541,51959,148
20,2152,53874,211
20,817,52381,118
20,856,52339,56
20,2003,53442,137
20,1081,52531,277
20,1347,52823,564
20,2784,54529,469
20,2777,54554,158
20,528,52022,359
20,1035,52816,173
20,1868,53318,574
20,2619,54506,286
20,1809,53792,522
20,1432,53003,198
20,575,52319,54
20,1981,53463,466
20,2210,53535,554
20,1288,52731,470
20,506,52022,563
20,2213,53792,223
20,1698,53146,527
20,2488,54149,460
20,1800,53884,223
20,1077,52644,71
20,1442,53050,55
20,758,52253,615
20,1826,53499,634
20,1344,52792,269
20,841,52375,78
20,364,52000,28
20,583,52055,164
20,1589,52972,209
20,578,52339,554
20,1932,53350,245
20,2428,53801,173
20,719,52203,472
20,1605,53062,425
20,1642,53115,638
20,675,52590,398
20,1361,53047,71
20,950,52378,338
20,1047,52733,29
20,560,52296,136
20,2775,54535,480
20,1023,52818,248
20,1785,54439,41
20,1233,52734,463
20,1028,52884,280
20,1333,52782,124
20,1284,52736,26
20,1845,54144,237
20,1950,53436,392
20,834,52316,157
20,1237,52762,571
20,2233,53845,357
20,1709,53533,439
20,572,52289,382
20,733,52207,282
20,933,52642,488
20,1847,54176,342
20,1725,54266,185
20,2205,53793,214
20,2955,54562,540
20,1579,53473,103
20,2276,53712,131
20,353,51703,622
20,1051,52468,331
20,1487,52964,2
20,1488,52965,356
20,658,52146,113
20,891,52584,253
20,438,51884,630
20,1871,53384,362
20,1008,52707,527
20,2369,53733,350
20,787,52320,247
20,1776,53858,446
20,1028,52884,294
20,371,52078,222
20,2004,53737,621
20,2751,54243,312
20,2424,54448,306
20,2197,53555,439
20,2619,54506,33
20,2287,53705,182
20,1766,53468,317
20,816,52379,88
20,2617,54502,613
20,990,52465,486
20,704,52205,524
20,2342,53742,101
20,2352,53770,133
20,1979,53431,117
20,1991,53446,158
20,896,52592,372
20,673,52162,17
20,2596,54207,552
20,396,51816,562
20,2228,53818,139
20,1280,52738,621
20,2086,53401,53
20,513,51989,424
20,1933,53381,412
20,2275,53709,436
20,2488,54149,474
20,663,52145,187
20,2001,53493,229
20,394,51913,507
20,2219,53816,4
20,1492,52932,343
20,430,51877,580
20,2527,54569,435
20,1723,53905,506
20,963,52643,588
20,2093,53818,107
20,1627,53473,34
20,366,52017,605
20,1556,53740,334
20,1160,52674,611
20,2173,53874,26
20,594,52045,399
20,578,52339,568
20,527,52342,374
20,537,52027,112
20,1162,52668,172
20,1561,53032,120
20,2480,53851,370
20,1159,52669,550
20,2122,54178,214
20,931,52619,389
20,1023,52818,274
20,856,52339,81
20,580,52368,125
20,2793,54271,561
20,1208,52672,322
20,546,52205,156
20,2780,54557,466
20,735,52519,42
20,2296,53735,291
20,1033,52822,446
20,552,51992,439
20,2662,54505,298
20,841,52375,44
20,724,52254,405
20,1692,53473,52
20,1567,53172,21
20,2125,53795,138
20,2375,53770,145
20,2791,54556,290
20,1285,52723,502
20,1743,53054,617
20,1462,53112,400
20,2515,54180,176
20,906,52368,169
20,1955,53442,35
20,2273,53709,560
20,1584,52943,214
20,1161,52703,261
20,1673,53462,508
20,943,52376,408
20,1646,53498,282
20,2664,54524,159
20,2525,54569,600
20,1987,53765,66
20,1741,53052,498
20,2748,54234,147
20,719,52203,328
20,1354,52814,614
20,1758,53084,556
20,773,52376,196
20,887,52376,342
20,1938,53379,299
20,904,52381,424
20,1353,53083,112
20,830,52293,65
20,1996,53436,48
20,1293,52765,557
20,1447,53120,259
20,505,52317,336
20,651,52141,521
20,1331,52766,304
20,1361,53047,115
20,814,52443,393
20,702,52178,428
20,2122,54178,26
20,1066,52589,516
20,1300,52973,597
20,1271,52974,150
20,1383,53116,160
20,2105,53472,335
20,1234,52724,98
20,892,52378,524
20,1167,52738,13
20,2423,54149,136
20,1778,53883,63
20,1156,52641,419
20,2570,54081,520
20,1094,52524,477
20,1790,53876,27
20,1357,53034,144
20,382,51816,567
20,2881,54502,445
20,2793,54271,575
20,2295,53734,534
20,580,52368,131
20,891,52584,509
20,1801,54156,583
20,964,52646,542
20,2154,54539,493
20,802,52289,374
20,653,52145,318
20,1937,53388,438
20,1334,52764,80
20,785,52339,461
20,1707,53885,585
20,1361,53047,59
20,2348,53757,355
20,429,51820,58
20,2954,54561,314
20,2769,54527,103
20,1942,53415,392
20,850,52338,586
20,2480,53851,364
20,409,51871,102
20,1023,52818,260
20,606,52365,571
20,2271,53726,63
20,2570,54081,521
20,1156,52641,418
20,701,52179,29
20,905,52643,80
20,2616,54499,305
20,685,52203,126
20,2239,53726,228
20,1354,52814,601
20,486,51910,586
20,1440,53084,234
20,2161,53878,26
20,1162,52668,601
20,2095,53474,488
20,1626,53472,72
20,1709,53533,410
20,1170,52756,245
20,1025,53239,593
20,2954,54561,473
20,1986,53475,585
20,1646,53498,297
20,717,52468,565
20,1023,52818,507
20,2358,53797,493
20,1957,53415,415
20,1922,53315,92
20,1567,53172,195
20,620,52375,284
20,2170,53875,442
20,1313,52790,330
20,1159,52669,545
20,410,51877,444
20,1266,52709,478
20,1832,54259,352
20,2585,54097,390
20,1952,53378,564
20,712,52199,151
20,785,52339,460
20,590,52057,465
20,521,52326,306
20,816,52379,440
20,527,52342,361
20,2115,53535,331
20,1268,52933,394
20,840,52374,168
20,2754,54240,630
20,1214,52731,223
20,1735,53035,90
20,2131,53819,10
20,1224,52765,121
20,2105,53472,446
20,1705,53848,441
20,1699,53148,351
20,2027,53433,441
20,2096,53446,256
20,2211,53786,433
20,1435,52996,5
20,964,52646,557
20,631,52079,101
20,902,52409,582
20,980,52431,132
20,892,52378,257
20,1022,52524,66
20,2776,54554,157
20,630,52050,201
20,551,51993,389
20,526,52312,629
20,2240,53823,199
20,1762,53415,543
20,898,52606,379
20,1584,52943,573
20,1430,53002,626
20,2747,54233,436
20,1617,53112,439
20,1811,53533,254
20,1869,53327,624
20,751,52251,411
20,1656,53533,493
20,537,52027,113
20,527,52342,375
20,2149,54509,288
20,1798,53851,183
20,2232,53827,238
20,2595,54207,92
20,2373,53768,148
20,1162,52668,615
20,712,52199,623
20,1030,52914,580
20,1398,53146,338
20,2480,53851,417
20,1582,52939,392
20,617,52072,123
20,1196,52733,194
20,1646,53498,283
20,2143,54184,93
20,1323,52797,306
20,906,52368,168
20,1462,53112,401
20,1876,54464,379
20,2604,54484,513
20,1824,53491,572
20,1295,52934,160
20,2369,53733,379
20,2972,54586,536
20,2265,53674,172
20,582,52045,194
20,1227,52733,180
20,512,51992,465
20,852,52375,228
20,1023,52818,73
20,2886,54498,216
20,1692,53473,53
20,1879,54478,16
20,2291,53714,188
20,998,52750,126
20,1416,52875,425
20,2201,53904,26
20,2027,53433,327
20,343,51692,201
20,1274,52995,393
20,1238,52761,356
20,2239,53726,214
20,2349,53734,36
20,734,52224,539
20,854,52373,19
20,1194,52703,319
20,342,51691,333
20,668,52162,87
20,1678,53433,625
20,2273,53709,549
20,1193,52652,167
20,923,52404,21
20,2107,53786,322
20,2244,53795,217
20,457,51901,310
20,449,51900,571
20,2004,53737,620
20,526,52312,167
20,1326,52764,572
20,2583,54095,102
20,1944,53385,408
20,901,52641,286
20,1031,53172,294
20,394,51913,260
20,1556,53740,453
20,2128,53800,557
20,2158,54209,184
20,1449,53116,49
20,1849,53846,48
20,1821,53167,489
20,456,51910,82
20,409,51871,37
20,1348,53084,466
20,438,51884,157
20,2488,54149,475
20,353,51703,151
20,2160,53885,301
20,1224,52765,20
20,560,52296,123
20,657,52177,448
20,385,51783,557
20,2212,53789,538
20,590,52057,459
20,2130,53881,344
20,1460,53138,59
20,485,51909,379
20,588,52045,291
20,1043,52465,532
20,1213,52972,246
20,1297,52963,337
20,1320,52759,483
20,1449,53116,200
20,513,51989,431
20,2026,53711,288
20,1776,53858,335
20,1379,53084,608
20,1946,53432,593
20,2237,53828,259
20,2574,54084,20
20,1793,53883,512
20,2596,54207,547
20,896,52592,367
20,1361,53047,70
20,836,52376,110
20,1449,53116,214
20,1983,53442,348
20,1539,52943,215
20,336,51999,559
20,1341,52786,284
20,517,52024,115
20,992,52644,248
20,1060,52636,342
20,1826,53499,635
20,1051,52468,456
20,298,51955,623
20,1075,52933,310
20,1051,52468,330
20,1577,53495,289
20,2160,53885,473
20,2100,53713,91
20,2612,54480,449
20,1492,52932,430
20,928,52578,379
20,775,52295,5
20,1738,53051,117
20,1491,52996,416
20,1458,53119,270
20,2513,54141,14
20,540,51996,167
20,1751,53377,434
20,2512,53877,640
20,1238,52761,342
20,1752,53379,2
20,719,52203,315
20,1605,53062,342
20,2755,54507,610
20,1373,53063,395
20,1209,52674,354
20,513,51989,357
20,1467,53115,260
20,411,51817,163
20,602,52072,114
20,1379,53084,185
20,1582,52939,345
20,1024,52826,249
20,1739,53050,336
20,1921,53317,421
20,933,52642,462
20,360,51816,609
20,969,52442,231
20,2036,53446,12
20,1617,53112,388
20,1935,53387,266
20,765,52254,457
20,1576,53496,378
20,396,51816,6
20,1568,53169,170
20,990,52465,478
20,1612,53149,512
20,2960,54561,570
20,1318,52781,99
20,2029,53819,517
20,1357,53034,186
20,1012,52649,584
20,2153,54212,47
20,454,51908,538
20,381,51811,286
20,2749,54241,256
20,1227,52733,157
20,1799,53556,496
20,1985,53431,637
20,2479,54174,637
20,1973,53432,461
20,1432,53003,199
20,2785,54537,551
20,995,52731,455
20,1577,53495,504
20,2105,53472,491
20,2495,54175,57
20,1344,52792,283
20,1168,52731,62
20,2493,54115,385
20,2223,53793,279
20,930,52618,195
20,378,52146,636
20,444,51883,12
20,1381,53089,269
20,1025,53239,236
20,1647,53531,417
20,1656,53533,444
20,679,52177,266
20,1347,52823,565
20,456,51910,131
20,1823,53886,542
20,2428,53801,199
20,688,52203,409
20,375,52140,348
20,620,52375,247
20,2110,53467,534
20,2371,53762,134
20,2216,53795,494
20,2155,53820,570
20,1398,53146,489
20,1365,53062,349
20,2496,54178,521
20,2508,53875,518
20,2494,54174,518
20,981,52435,82
20,944,52614,238
20,2275,53709,88
20,2155,53820,564
20,908,52373,632
20,549,51981,582
20,1227,52733,625
20,1031,53172,519
20,1606,53055,340
20,2646,54479,382
20,338,51694,58
20,2972,54586,293
20,463,51908,628
20,1451,53117,292
20,2773,54533,592
20,1846,54173,234
20,1780,53090,386
20,1373,53063,58
20,2124,53770,325
20,1499,53001,26
20,2376,53770,343
20,2518,54243,456
20,810,52672,392
20,2376,53770,425
20,684,52523,123
20,378,52146,144
20,1455,53089,552
20,496,51988,113
20,749,52226,110
20,1934,53357,622
20,632,52071,93
20,1606,53055,426
20,590,52057,62
20,1501,53740,618
20,1026,52558,461
20,297,51959,309
20,1937,53388,388
20,1656,53533,336
20,486,51910,551
20,1162,52668,5
20,662,52147,502
20,2605,54484,509
20,1387,53118,447
20,1425,52913,561
20,1619,53084,617
20,1013,52707,205
20,2779,54540,255
20,1707,53885,235
20,1263,52708,248
20,2770,54510,611
20,1931,53358,131
20,1433,53035,630
20,2949,54557,576
20,725,52258,612
20,2947,54533,421
20,493,51957,289
20,2007,53474,525
20,430,51877,224
20,1031,53172,257
20,1308,53053,596
20,2346,53734,62
20,661,52163,400
20,2482,54175,507
20,1016,52759,280
20,1721,53857,86
20,399,51817,66
20,1028,52884,256
20,1056,52764,534
20,1993,53762,83
20,1646,53498,268
20,446,51899,461
20,341,51690,441
20,1847,54176,394
20,1172,52759,340
20,2595,54207,79
20,299,51671,346
20,1722,53852,130
20,531,52028,407
20,380,51792,429
20,2757,54509,248
20,1576,53496,422
20,2642,54232,115
20,494,51915,209
20,2243,53794,160
20,2784,54529,454
20,1785,54439,235
20,2025,53431,201
20,593,52026,602
20,1330,52822,413
20,1682,53173,309
20,1972,53466,525
20,2084,53360,363
20,850,52338,578
20,803,52318,417
20,582,52045,619
20,2771,54527,397
20,2753,54234,103
20,856,52339,173
20,364,52000,129
20,450,51908,101
20,1371,52821,232
20,2087,53415,578
20,881,52368,336
20,973,52426,405
20,690,52261,91
20,967,52636,537
20,740,52263,363
20,1985,53431,179
20,1265,52705,63
20,2749,54241,518
20,397,51794,134
20,1538,52937,302
20,1044,52468,475
20,2120,53852,583
20,2771,54527,383
20,721,52228,28
20,737,52518,511
20,2036,53446,423
20,1507,53763,635
20,2108,53473,420
20,734,52224,288
20,1236,52751,411
20,1373,53063,430
20,688,52203,421
20,1609,53142,531
20,2356,53786,157
20,909,52379,461
20,2481,54086,118
20,2099,53469,175
20,827,52312,38
20,2196,53534,318
20,1930,53347,569
20,1226,52734,441
20,834,52316,195
20,2597,54231,211
20,985,52431,511
20,701,52179,373
20,490,51929,484
20,1776,53858,490
20,1172,52759,354
20,2363,53763,248
20,744,52251,368
20,1320,52759,332
20,2784,54529,326
20,1388,53119,199
20,1626,53472,99
20,744,52251,49
20,1370,53090,312
20,351,51695,138
20,426,51882,560
20,513,51989,87
20,1529,52930,200
20,653,52145,494
20,2436,54054,236
20,393,51794,531
20,1372,53062,413
20,522,52024,15
20,999,52636,209
20,276,51909,257
20,580,52368,332
20,547,51959,590
20,512,51992,115
20,928,52578,635
20,776,52319,187
20,1212,52703,237
20,899,52620,86
20,410,51877,37
20,2484,54144,349
20,289,51990,246
20,1995,53415,442
20,890,52583,234
20,1490,52994,253
20,1048,52736,288
20,661,52163,57
20,473,51929,518
20,1783,53386,127
20,847,52426,359
20,691,52199,285
20,708,52175,531
20,1382,53115,279
20,1361,53047,316
20,2226,53819,3
20,505,52317,135
20,1588,52965,508
20,1496,52883,291
20,1339,52767,224
20,627,52144,295
20,1068,52614,442
20,1456,53115,56
20,802,52289,611
20,553,51999,134
20,2118,53820,566
20,1090,52903,389
20,750,52235,52
20,1878,54474,39
20,526,52312,359
20,2089,53498,196
20,783,52325,538
20,1221,52751,411
20,792,52353,466
20,555,52266,153
20,2086,53401,378
20,912,52427,582
20,1920,53314,22
20,2112,53534,293
20,1936,53330,624
20,2651,54507,7
20,1791,54266,509
20,2002,53471,241
20,1053,52468,475
20,1733,53047,11
20,645,52203,378
20,309,51994,202
20,2028,53818,508
20,1763,53463,223
20,1651,53442,325
20,1105,52937,395
20,1708,53503,101
20,1070,52591,331
20,1782,53299,36
20,887,52376,627
20,941,52709,37
20,1417,53141,301
20,741,52261,297
20,769,54530,404
20,1813,53903,126
20,2005,53472,225
20,1777,53857,553
20,660,52177,200
20,1781,53297,200
20,904,52381,155
20,2654,54231,1
20,835,52326,309
20,1569,53168,609
20,2272,53713,518
20,1585,52962,517
20,853,52374,38
20,547,51959,584
20,1745,53061,483
20,1655,53523,441
20,1158,52668,599
20,1796,53884,171
20,631,52079,303
20,2754,54240,426
20,2493,54115,150
20,555,52266,635
20,666,52149,554
20,685,52203,456
20,802,52289,163
20,515,52051,566
20,767,52252,33
20,1092,52639,245
20,1157,52643,249
20,1787,54465,548
20,1162,52668,359
20,455,51909,269
20,519,52283,615
20,1769,53502,247
20,774,52286,516
20,711,52202,546
20,1678,53433,341
20,2004,53737,344
20,1298,52964,323
20,2359,53826,356
20,411,51817,6
20,1850,53786,100
20,271,51883,439
20,1286,52725,219
20,490,51929,53
20,384,51821,379
20,937,52707,573
20,438,51884,355
20,400,51820,542
20,2125,53795,475
20,1441,53083,252
20,1383,53116,439
20,2355,53792,576
20,1068,52614,318
20,1441,53083,534
20,437,51876,437
20,2133,53917,121
20,665,52168,507
20,1322,52791,601
20,1156,52641,626
20,1169,52753,19
20,1343,52790,209
20,1755,53386,377
20,1338,52765,111
20,682,52525,226
20,2778,54539,639
20,711,52202,220
20,2018,53800,197
20,2595,54207,595
20,1769,53502,521
20,1937,53388,161
20,790,52441,530
20,879,52365,39
20,496,51988,88
20,1949,53433,515
20,290,51941,121
20,946,52407,210
20,817,52381,496
20,1752,53379,506
20,442,51882,200
20,586,52023,566
20,1622,53385,598
20,1979,53431,466
20,802,52289,639
20,2027,53433,119
20,758,52253,370
20,1006,52708,499
20,2615,54483,64
20,2885,54497,49
20,1714,53521,348
20,2140,53858,450
20,2241,54169,451
20,2646,54479,619
20,2505,53856,366
20,353,51703,421
20,1874,54452,416
20,874,52338,251
20,2362,53759,538
20,906,52368,430
20,668,52162,249
20,654,52146,631
20,782,52320,37
20,1322,52791,173
20,2435,53828,179
20,1346,52822,546
20,1747,53075,292
20,893,52589,508
20,851,52376,311
20,2355,53792,562
20,499,51988,379
20,790,52441,242
20,2772,54529,272
20,1696,53116,589
20,1605,53062,626
20,836,52376,312
20,2532,54589,595
20,2948,54553,438
20,2019,53430,237
20,833,52314,123
20,1763,53463,579
20,1457,53116,464
20,977,52410,599
20,2516,54241,535
20,2664,54524,400
20,835,52326,335
20,682,52525,554
20,1582,52939,621
20,2287,53705,418
20,1838,53467,219
20,390,51900,229
20,1808,54176,606
20,1865,53312,61
20,2358,53797,134
20,416,51811,532
20,1264,52707,550
20,691,52199,520
20,1501,53740,368
20,732,52221,22
20,1208,52672,84
20,853,52374,551
20,2572,54056,493
20,522,52024,1
20,2617,54502,389
20,1568,53169,414
20,1980,53433,339
20,1704,53178,498
20,625,52145,258
20,402,51793,152
20,351,51695,474
20,1732,53501,388
20,378,52146,12
20,627,52144,530
20,2222,53799,214
20,621,52055,560
20,674,52201,563
20,2222,53799,53
20,1195,52724,476
20,1431,52992,451
20,2786,54540,559
20,731,52460,123
20,2080,53350,286
20,2498,54169,35
20,2782,54592,163
20,2236,53729,399
20,2167,53889,519
20,701,52179,159
20,1225,52760,268
20,1211,52964,220
20,2371,53762,450
20,1815,53884,10
20,1463,53063,69
20,581,52356,502
20,417,51821,553
20,1769,53502,88
20,520,52288,277
20,2642,54232,459
20,1021,52460,533
20,2083,53359,445
20,854,52373,105
20,503,51999,73
20,691,52199,252
20,726,52226,221
20,2522,54570,606
20,496,51988,77
20,1430,53002,381
20,2196,53534,640
20,906,52368,1
20,2282,53683,501
20,1227,52733,341
20,656,52148,241
20,805,52586,421
20,518,52282,352
20,1593,52991,216
20,303,51615,310
20,2142,54208,109
20,496,51988,311
20,2761,54534,330
20,1390,53142,13
20,861,52318,584
20,1718,53850,144
20,2792,54556,294
20,2202,53566,524
20,1812,53795,48
20,391,51782,594
20,912,52427,227
20,2758,54523,589
20,2344,53740,147
20,880,52367,544
20,2288,53699,53
20,1072,52643,480
20,2586,54169,579
20,2164,53886,348
20,2222,53799,47
20,302,51688,580
20,908,52373,430
20,742,52263,426
20,1808,54176,612
20,392,51793,557
20,1232,52731,40
20,1455,53089,61
20,416,51811,526
20,427,51900,114
20,1026,52558,105
20,1829,53494,468
20,1047,52733,399
20,960,52425,114
20,2159,54328,222
20,741,52261,254
20,2742,54233,565
20,676,52178,328
20,374,51791,106
20,1084,52591,252
20,804,52286,311
20,1657,53520,79
20,2523,54572,241
20,2126,53794,307
20,984,52442,452
20,929,52581,143
20,1930,53347,8
20,1163,52669,150
20,551,51993,160
20,2200,53875,21
20,875,52354,220
20,908,52373,418
20,1749,53357,341
20,694,52209,588
20,2004,53737,77
20,995,52731,70
20,1489,52991,628
20,2003,53442,308
20,900,52637,525
20,1405,52826,314
20,287,52023,236
20,730,52466,154
20,1647,53531,629
20,1175,52791,278
20,850,52338,10
20,1373,53063,140
20,1502,53741,383
20,1726,53137,136
20,1877,54464,149
20,2532,54589,224
20,917,52400,398
20,1162,52668,10
20,2280,53680,191
20,2516,54241,284
20,1838,53467,543
20,295,51985,593
20,1424,52912,581
20,551,51993,606
20,1671,53446,613
20,1335,52824,539
20,614,53437,48
20,1295,52934,389
20,703,52209,467
20,874,52338,286
20,1665,52976,560
20,463,51908,364
20,2163,53823,550
20,1624,53386,294
20,294,51986,489
20,2974,54592,291
20,2117,54115,389
20,2014,53460,289
20,1747,53075,523
20,1713,53827,256
20,1215,52725,423
20,772,52375,270
20,2608,54474,198
20,2947,54533,637
20,1772,53089,549
20,2753,54234,473
